username,review,tahun,aplikasi,clean_text,sentiment_score,label
Edo Pratama,Klo kata sandi kita lupa buat login cara nya gmna ya sedangkan nmor yg terdaftar sudah hilang,2025,brimo,sandi lupa login gmna nmor daftar hilang,0,netral
Ibnu Andika,"ayo BRI kenapa TF ke dana gak bisa mempersulit nasabah ,kecewa berat",2025,brimo,ayo bri transfer dana tidak bisa sulit nasabah kecewa berat,-2,negatif
Gilang Arlianda,saya ingin melupakan kata sandi dan pin tapi tidak ada bantuan,2025,brimo,lupa sandi pin tidak bantu,0,netral
Eko Wahyu,tolong sitem dievaluasi. untuk transaksi sangat lama!! terkadang sampe 1 hari baru masuk,2025,brimo,tolong sitem evaluasi transaksi sangat lama terkadang masuk,-1,negatif
Nazir Yulia,"Aneh catatan mutasi atau Riwayat transaksinya gk langsung muncul aneh banget padahal bank"" digital lain yg masih kecil"" bisa langsung keluar Riwayat transaksinya",2025,brimo,aneh catat mutasi riwayat transaksi tidak langsung muncul aneh banget bank digital bisa langsung riwayat transaksi,0,netral
achmad dachlan,sering troble saat penarikan tunai tanpa kartu,2025,brimo,troble tari tunai kartu,0,netral
asfa syafiq,"parah sih 2 hari tidak bisa log in, sdah diperbaruhi selalu pemberitahuan. Mohon maaf kami belum bisa proses transaksimu.",2025,brimo,parah tidak bisa log in sdah baruh pemberitahuan mohon maaf bisa proses transaksi,-1,negatif
Zul Kyfly,Username sama kata sandi tidak terdaftar terimakasih,2025,brimo,username sandi tidak daftar terimakasih,0,netral
Yohan Jowo,Tolong lah Benahi lagi.. sering transaksi TF ke Dana gangguan terus.. saya jadi gak bisa transaksi,2025,brimo,tolong benah transaksi transfer dana ganggu tidak bisa transaksi,-1,negatif
Sarkani 09,saya sdh punya rekening BRI malah gak bisa pake rekening saya,2025,brimo,rekening bri tidak bisa pakai rekening,0,netral
Zaki Rizki,apk ini makin kesini ko makin aneh.saya mau transfer pas sesuai saldo ko gak bisa malah ada pemberitahuan saldo tidak cukup.pdhal saya sisasin 10rb tapi tetap ga bisa untuk admin yng 2500,2025,brimo,aplikasi kesini anehsaya transfer cocok sesuai saldo tidak bisa pemberitahuan saldo tidak cukuppdhal sisasin ribu tidak bisa yng,0,netral
Dimas Erlangga,"Makin aneh Sinyal bGaus GK bisa login belum lagi akun ortu kena bajak padahal tidak ad sama sekali pemberitahuan di google maupun di nomor telpon yg terkait tau"" kena bajak Transaksi terus"" Ampe kering saldo emng aneh makin aneh",2025,brimo,aneh sinyal bgaus tidak bisa login akun ortu kena bajak tidak ad pemberitahuan google nomor telpon kait kena bajak transaksi ampe kering saldo emng aneh aneh,0,netral
arwan setyabudi,"kurang aman, hrs spt yg lain ada pin wat login dan password wat transaksi",2025,brimo,kurang aman hrs spt pin wat login password wat transaksi,1,positif
Nordik K Poludu,"masalah jaringan tolong diperbaiki, jaringan bagus gak bisa login, padahal buka apk lain lancar",2025,brimo,jaring tolong baik jaring bagus tidak bisa login buka aplikasi lancar,3,positif
MandadaRh.,"sudah 1 minggu ini apk brimo selalu crash saat mau dibuka ta coba buat pengaturan izin tetep gabisa, tolong solusinya biar bisa dibuka lagi",2025,brimo,minggu aplikasi brimo crash buka ta coba atur izin tetep tidak bisa tolong solusi bisa buka,-1,negatif
Taroq 552,apalah nyimpan uang di afk ini tiga jam sekali selalu ke potong itu setiap hari kepotong terus terus lumayan banyak juga je potong nya kadang 6 Rb kadang 10 ribu 👎,2025,brimo,apa nyimpan uang afk jam potong potong lumayan je potong kadang ribu kadang ribu,0,netral
Mhd Raihan,"ini ada bug apa gimana sih, kok gua gak bisa ngetik tanda titik ya, pas masukin username nya, jadi gak bisa login lah",2025,brimo,bug tidak bisa ngetik tanda titik cocok masukin username tidak bisa login,0,netral
Widya Nur aulia,"ini knp brimo skrng jdi bermasalah tdk bisa login padahal sdah 4x dtang ke bank BRI langsung buat urus biar bisa login TPI malah tetap ga bisa..padahal sy pake brimo sdah lama kurang lebih 3-4 THN padahal email dan password di hafal tapi tetap minta KTP,,KTP sdah ad TPI tetap TDK bisa login hadehhh capek 4x ke bank buat urus itu TPI ga bisa2 login bahkan cs bank pun tdk bisa bantu",2025,brimo,brimo skrng masalah tidak bisa login sdah dtang bank bri langsung urus bisa login tidak bisapadahal pakai brimo sdah lama kurang thn email password hafal ktpktp sdah ad tidak bisa login hadehh capek bank urus tidak bisa login customer service bank tidak bisa bantu,-2,negatif
Eghy FX,"mutasi rek tidak sesuai dengan saldo, penyedot duit",2025,brimo,mutasi rekening tidak sesuai saldo sedot uang,0,netral
Aris Munandar,hari ini 27 november jam 13.23 BRimo ngga bisa di akses pas lg darurat.. ngeselin,2025,brimo,november jam brimo tidak bisa akses cocok darurat ngeselin,0,netral
Anggoro Martono,"susah sekali login internet kurang baik terus, padahal jaringan bagus. susah untuk transaksi.",2025,brimo,susah login internet kurang jaring bagus susah transaksi,-1,negatif
Nuzzaiq Bike,"untuk biaya tarik tunai di brilink cukup mahal, admin nya 2 kali.",2025,brimo,biaya tarik tunai brilink mahal,0,netral
fandy nadine,"potongan otomatis sendiri,susah ACC kartu kredit",2025,brimo,potong otomatis sendirisusah acc kartu kredit,0,netral
Remy Escort27,perbaiki Ceria kalian itu.. kok eror,2025,brimo,baik ceria error,0,netral
Hafidz Muzzaki,"sering eror sya jdi sering bolak-balik ngurusin mbanking ke bank karna pasword tiba-tiba gx bisa login padahal blm lama masih bisa login, tolong dong di perbaiki lg aplikasinya ini bank gede loh bukan bank yg recehan.",2025,brimo,error sya bolakbalik ngurusin mbanking bank pasword tibatiba gx bisa login lama bisa login tolong baik aplikasi bank gede bank receh,-1,negatif
Sai Nk,saya suka ksai 2,2025,brimo,suka ksai,1,positif
Rahmalia Ellena,brimoo eror mulu,2025,brimo,brimoo error,-1,negatif
Tofa Wae,"setelah di update ,,for close",2025,brimo,update for close,-1,negatif
Wiw Diyah,kenapa kalau di buat transfer ke dana selalu eror ya,2025,brimo,transfer dana error,-1,negatif
Rafly Ariditya,"padahal mau ngambil gaji, eh malah koneksi internetmu kurang baik terus, padahal sinyal lancar pake wifi juga tetep aja gabisa",2025,brimo,ngambil gaji eh koneksi internetmu kurang sinyal lancar pakai wifi tetep tidak bisa,1,positif
Asisten AI,kocak tranfer di batasi jamnya,2025,brimo,kocak tranfer batas jam,0,netral
Nizaa Ramadhani,"kenapa pas daftar itu notifikasinya g masuk² yah? plis lahhh. gimana mau daftar kalau notifikasi kode otp nya g masuk², udah cek berkali-kali nomornya udh bener tpi emang apknya yg bug💩",2025,brimo,cocok daftar notifikasi tidak masuk tolong lahh daftar notifikasi kode one time password tidak masuk cek berkalikali nomor apknya bug,0,netral
Pitra Putra,sekarang sering eror. tiap kali mau bayar lewat briva. eror terus .. tunggu beberapa saat giliran potongan terus gak ngotak. saldo 53.000. dalam dua minggu tinggal 37.000. . sekarang brimo banyak pembaharuan.. yg gak guna.,2025,brimo,error bayar briva error tunggu gilir potong tidak ngotak saldo minggu tinggal brimo baharu tidak,-2,negatif
ical ananda,kadang internet tidak stabil padahal jaringan kita bagus dan ga ngeleg. Saldo tiba-tiba berkurang padahal kita tidak melakukan transaksi.,2025,brimo,kadang internet tidak stabil jaring bagus tidak ngeleg saldo tibatiba kurang tidak transaksi,2,positif
Rangga Epra Lukas,aplikasi suka error.,2025,brimo,aplikasi suka error,0,netral
diena salsabila,"kadang transaksi gagal dhl jaringan bagus, dana balik stlh bbrp hari, kdng macet d tengah aplikasi d kembalikan tdk bisa, lanjut juga gabisa hp harus di restart (krna muncul notifikasi)",2025,brimo,kadang transaksi gagal dhl jaring bagus dana stlh bbrp kdng macet aplikasi kembali tidak bisa tidak bisa handphone restart krna muncul notifikasi,0,netral
Aprilianti 01,"sya kurang puas karna gak bisa masuk,",2025,brimo,sya kurang puas tidak bisa masuk,1,positif
Glenna Gabriella Lanita Anna yati,belum berpengalaman,2025,brimo,alam,0,netral
profil gypsum OKE,gak bisa login,2025,brimo,tidak bisa login,0,netral
Yuyun Yuyun121,gimna cara daftar susah kali,2025,brimo,gimna daftar susah,-1,negatif
Bastian Syahier,"aplikasi dajjal ada tuyulnya gak berenti"" uang keluar sendiri ..",2025,brimo,aplikasi dajjal tuyul tidak renti uang,0,netral
Ben Tara,tidak bisa daftar,2025,brimo,tidak bisa daftar,0,netral
Ladoot Caseel,"saldonya sering hilang tiap minggunya,, cek mutasi gak ada keterangannya",2025,brimo,saldo hilang minggu cek mutasi tidak terang,0,netral
Ueng Saja,brimo sedang gangguan kah?,2025,brimo,brimo ganggu kah,-1,negatif
Defita Dwi,tolong jangan dipersulit saat mau ganti akun dan masuk lagi diakun yang berbeda no rek. cukup verifikasi dari otp yg dikirim lewat sms or wa tanpa harus verifikasi dng foto ktp & swafoto lagi. Data sdh benar tp tidak bisa digunakan karna bermasalah di foto ktp.(ktp asli bkn fc) hrs menunggu 1x24 jam baru bisa digunakan lagi saat berapa kali terjadi kesalahan sistem dlm perekaman ktp,2025,brimo,tolong sulit ganti akun masuk akun beda no rekening verifikasi one time password kirim pesan or wa verifikasi dng foto ktp swafoto data tidak bisa masalah foto ktpktp asli bkn fc hrs tunggu jam bisa salah sistem dlm rekam ktp,-2,negatif
SQ 7,"secara visual oke scara inovasi biasa aja mungkin perlu di tingkatkan seperti aktivasi mandiri, dan beberapa bag lainnya",2025,brimo,visual oke scara inovasi tingkat aktivasi mandiri bag,0,netral
Novia Rahmadani,"kecewa sama pelayananya, salah kirim krna nomor muncul di tap yang sering transaksi dana padahal sudah tidak pernah transaksi nomor tidak aktif dan sudah tidak terdaftar tapi tetep berhasil transaksi, dan respon di aduan juga ga nyambung!!",2025,brimo,kecewa pelayananya salah kirim krna nomor muncul tap transaksi dana tidak transaksi nomor tidak aktif tidak daftar tetep hasil transaksi respon adu tidak nyambung,-1,negatif
Evi Evi,sering susah untuk trnsver dan tarik uang.,2025,brimo,susah trnsver tarik uang,-1,negatif
Famili 22,knpa sih jaringan stabil kok loading terus,2025,brimo,knpa jaring stabil loading,0,netral
Umi Umayroh365,tiap mau update Brizzi ko invalid request terus ?? kenapa sih itu,2025,brimo,update brizzi invalid request,0,netral
Adil Alfala,"BRImo memalukan sekali ! Rupanya belum ada fitur pembelian pulsa/paket data Smartfren. Segera perbaiki, Min",2025,brimo,brimo malu fitur beli pulsapaket data smartfren baik,1,positif
Asis Rayandra,mau login susahnya minta ampun,2025,brimo,login susah ampun,-1,negatif
edi iswanto,ngak bisa di buka.nelpon cs malah mgabisin pulsa saja.,2025,brimo,ngak bisa bukanelpon customer service mgabisin pulsa,0,netral
Maun 0233,tambah kesini tambah jelek amat. tf ke Dana saldo ke potong tapi gagal,2025,brimo,kesini jelek transfer dana saldo potong gagal,-2,negatif
Aziz Siregar,tidak bisa login padahal sinyal bagus,2025,brimo,tidak bisa login sinyal bagus,1,positif
Mas B,"cicilan emas nya kalau bisa jangan menunggu bulan depan , seharusnya mau bayar cicilan emas nya bisa kapan pun,toh adminnya tetap ada,ini setelah pembayaran cicilan,tagihan berikutnya akan muncul di bulan depan,kelamaan menunggu,zaman sekarang ini semua mesti serba cepat lah",2025,brimo,cicil emas bisa tunggu bayar cicil emas bisa puntoh adminnya adaini bayar cicilantagihan muncul depankelamaan menungguzaman mesti serba cepat,1,positif
Crypton Nite,"gagal bayar qris... ktx...tp saldo terpotong n hilang.... udh tanya Sabrina.. kirim email ga ada kejelasan sma sekali... bnr"" mengecewakan! pengaduan blm ada kejelasan.. smpe 3hari berikutnya baru ada refund saldo dr transaksi qris yg gagal... maaf.. bintang 2 dl",2025,brimo,gagal bayar qris ktxtp saldo potong n hilang sabrina kirim email tidak jelas bnr kecewa adu jelas smpe refund saldo transaksi qris gagal maaf bintang dl,-3,negatif
#oNoK 07,gak jelasss,2025,brimo,tidak jelass,0,netral
Dedy Indra P,"brimo brimo , bentar2 gagal login bentar2 koneksi buruk pdhl lancar akan jaya, etdah pas lg di butuh2in gak bisa dibuka gini terus dah",2025,brimo,brimo brimo bentar gagal login bentar koneksi buruk lancar jaya etdah cocok butuh in tidak bisa buka gin,-1,negatif
nawawi jewelery,sudah bagus tapi tlpn costumer servis bagian kartu kredit tidak perna di angkat walau sudah menunggu 10 menit,2025,brimo,bagus tlpn costumer servis kartu kredit tidak perna angkat tunggu menit,1,positif
Frendy Adytya,kenapa gak bisa login,2025,brimo,tidak bisa login,0,netral
Ayu Ferasya,"tolong lh kenapa susah masuk, dibilang GK ad koneksi internet lah jaringan lemah lah, pdhl wifi dan data baik2 saja, sangat tidak membantu",2025,brimo,tolong lh susah masuk bilang tidak ad koneksi internet jaring lemah wifi data sangat tidak bantu,-1,negatif
Slvi Gugere,ga bisa masuk salah muluh di foto,2025,brimo,tidak bisa masuk salah muluh foto,0,netral
Bocah Brumbung,"kenapa ya malam ini apknya ndak bisa digunakan, 3 dulu lah",2025,brimo,malam apknya ndak bisa,0,netral
Yanti Chomel,knpa sih udah bener daftar nya TPI g bisa masuk ke akun nya.,2025,brimo,knpa daftar tidak bisa masuk akun,0,netral
Rizki Simorangkir,saldo tertahan tolong di perbaiki dong,2025,brimo,saldo tahan tolong baik,1,positif
Asbi Poseidon,habis update ke versi terbaru setelah login tdan mau topup Tara... peringatan disuruh tutup semua aplikasi oke lanjut gwe tutup login ulang tapi taraaa sama aja dan peringatan itu ada detikanya 5detik tapi detikanya gak jalan stak di 5 aja gak mau berkurang + saya gak bisa ke home hp dan buka aplikasi lainya alis brimonya stak gak bisa dipencet sama sekali nyesel? iya udah chat cs gak ada solusi solusinya sama suruh tutup apk lain tapi gak ngaruh,2025,brimo,habis update versi baru login tdan topup tara ingat suruh tutup aplikasi oke gwe tutup login ulang taraa ingat detikanya detik detikanya tidak jalan stak tidak kurang tidak bisa home handphone buka aplikasi lai alis brimonya stak tidak bisa pencet nyesel iya chat customer service tidak solusi solusi suruh tutup aplikasi tidak ngaruh,0,netral
Maria Elva,ini knpa aplikasinya gk bisa di bukak yha,2025,brimo,knpa aplikasi tidak bisa bukak yha,0,netral
rizal rohman,we detected something blocking the application screen. to make sure your data is safe. please close up popups and other overlays. if Nothing is Obstructing the application screen. try to restart the application and perform a malware scan. kenapa ada tulisan seperti itu ya?,2025,brimo,we detected something blocking the application screen to make sure your data is safe please close up popups and other overlays if nothing is obstructing the application screen try to restart the application and perform a malware scan tulis,-1,negatif
Taryono Atph,tolong ada in listrik/token,2025,brimo,tolong in listriktoken,0,netral
Haffizh Bayu,"apa apaan ni tiba "" ada potongan dgn dalih biaya notifikasi mana lumayan lagi 2000 an lebih padahal saya ga ada make buat apa "" lho woy admin di perbaiki donk sistem nya",2025,brimo,potong dalih biaya notifikasi lumayan an tidak make lho woy baik donk sistem,1,positif
Kasni Mangar,"tiba"" eror BRIMO bingung juga gimana solusinya ini",2025,brimo,error brimo bingung solusi,-2,negatif
Diyahh Indahsary0924,kenapa ewallet dibrimo tiba2 tidak bisa digunakan .biasanya lancar2 aja,2025,brimo,ewallet dibrimo tidak bisa lancar,1,positif
Irfan,sudah lumayan bagus,2025,brimo,lumayan bagus,1,positif
t_omat,kenapa brimo tidak bisa dibuka dihape Motorola?,2025,brimo,brimo tidak bisa buka dihape motorola,0,netral
Azzam Saefudin R,"tolong benerin min, gabisa login ni min",2025,brimo,tolong benerin tidak bisa login,0,netral
Nong Dewi,"knp brimo ga visa di update?, setiap buka selalu nge bug ""apk telah berhenti""",2025,brimo,brimo tidak visa update buka nge bug aplikasi henti,0,netral
Good Nawaitu,BI Fast tidak bisa di gunakan,2025,brimo,bi fast tidak bisa,0,netral
Nur syafiqoh,"please deh, saya lagi jutuh tf ga bisa kenapa dah sering troble",2025,brimo,please jutuh transfer tidak bisa troble,0,netral
nabila cania,"kenapa ya setelah update brimo kok ga bisa masuk ya ""selesaikan panggilan telepon dahulu""demi mengaja keamaan brimo akses di batasi""kenapa ya gitu kemaren pas lagi telefonan tetap bisa transaksi sekaranag kok ga bisa ya jadi ribet gitu susah jd nya. bahkan saya sudah hapus ulang tetap sama, kenapa semakin di update semakin ribet.",2025,brimo,update brimo tidak bisa masuk selesai panggil telepon dahuludemi aja ama brimo akses batasikenapa gitu kemaren cocok telefon bisa transaksi sekaranag tidak bisa ribet gitu susah hapus ulang update ribet,-3,negatif
Fe Bian,"tidak bisa login, aplikasi sudah diperbarui tetapi tidak bisa masuk",2025,brimo,tidak bisa login aplikasi baru tidak bisa masuk,0,netral
Julianti Khalif,kalau bisa ditambahkan fitur isi nominal untuk penarikan diagen brilink karna kami agak kesusahan kalau menarik namun nominalnya tdk ada dipilihan jadi kami dobel untuk penarikannya,2025,brimo,bisa fitur isi nominal tari agen brilink susah tarik nominal tidak pilih dobel tari,-1,negatif
GWEN PANGAN PERSADA,tiba2 ngga bisa d buka,2025,brimo,tidak bisa buka,0,netral
arie imyut,"Min aplikasi brimonya udah update tapi gak bisa buat bayar PDAM, mau masukan ID Pelanggan gak bisa ketik HURUF, gimana ini?",2025,brimo,aplikasi brimonya update tidak bisa bayar pdam masuk id langgan tidak bisa ketik huruf,0,netral
